ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
220	"ENSG00000105483"	"CARD8"	chr19	-	48232452	48234543	48234402	48234543	48231659	48231810
221	"ENSG00000105486"	"LIG1"	chr19	-	48120166	48121322	48121169	48121322	48119136	48119190
222	"ENSG00000178980"	"SELENOW"	chr19	+	47780863	47780917	47780863	47780895	47781107	47781182
223	"ENSG00000178980"	"SELENOW"	chr19	+	47780863	47781000	47780863	47780895	47781107	47781182
224	"ENSG00000178980"	"SELENOW"	chr19	+	47780863	47781000	47780863	47780917	47781107	47781182
225	"ENSG00000142230"	"SAE1"	chr19	+	47130888	47131112	47130888	47131028	47143493	47143605
226	"ENSG00000181027"	"FKRP"	chr19	+	46746056	46746090	46746056	46746086	46748026	46748088
227	"ENSG00000181027"	"FKRP"	chr19	+	46747233	46747305	46747233	46747294	46748026	46748088
228	"ENSG00000181027"	"FKRP"	chr19	+	46747578	46747732	46747578	46747681	46748026	46748088
229	"ENSG00000090372"	"STRN4"	chr19	-	46721985	46722340	46722241	46722340	46720535	46720771
230	"ENSG00000268460"	"AC006262.1"	chr19	+	46204804	46204940	46204804	46204920	46208931	46209169
231	"ENSG00000125755"	"SYMPK"	chr19	-	45828969	45829205	45829054	45829205	45827836	45827918
232	"ENSG00000104936"	"DMPK"	chr19	-	45777326	45777590	45777341	45777590	45774948	45775034
233	"ENSG00000104892"	"KLC3"	chr19	+	45345533	45345799	45345533	45345751	45346543	45346774
234	"ENSG00000007255"	"TRAPPC6A"	chr19	-	45178092	45178237	45178134	45178237	45165126	45165194
235	"ENSG00000130208"	"APOC1"	chr19	+	44916189	44916359	44916189	44916325	44919172	44919346
236	"ENSG00000142273"	"CBLC"	chr19	+	44784263	44784417	44784263	44784401	44790003	44790091
237	"ENSG00000073008"	"PVR"	chr19	+	44658741	44658900	44658741	44658765	44661291	44661323
238	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44234754	44234869
239	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44236109	44236729
240	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44274751	44274921
241	"ENSG00000159882"	"ZNF230"	chr19	+	44008789	44008991	44008789	44008916	44009083	44009170
242	"ENSG00000159905"	"ZNF221"	chr19	+	43951222	43951410	43951222	43951400	43962724	43962807
243	"ENSG00000167637"	"ZNF283"	chr19	+	43837052	43837179	43837052	43837132	43840885	43841018
244	"ENSG00000167637"	"ZNF283"	chr19	+	43837052	43837179	43837052	43837132	43846938	43852017
245	"ENSG00000105771"	"SMG9"	chr19	-	43739672	43740218	43740106	43740218	43738121	43738217
246	"ENSG00000105771"	"SMG9"	chr19	-	43754541	43754634	43754563	43754634	43750591	43750747
247	"ENSG00000160570"	"DEDD2"	chr19	-	42215132	42215252	42215147	42215252	42209699	42209840
248	"ENSG00000105369"	"CD79A"	chr19	+	41878989	41879289	41878989	41879175	41879534	41879653
249	"ENSG00000267107"	"PCAT19"	chr19	-	41494539	41495427	41495301	41495427	41456360	41456487
250	"ENSG00000267107"	"PCAT19"	chr19	-	41494539	41495427	41495301	41495427	41479080	41479284
251	"ENSG00000248098"	"BCKDHA"	chr19	+	41410636	41411009	41410636	41410816	41414048	41414157
252	"ENSG00000197446"	"CYP2F1"	chr19	+	41122821	41122963	41122821	41122905	41124718	41124906
253	"ENSG00000255974"	"CYP2A6"	chr19	-	40850236	40850447	40850246	40850447	40849817	40849980
254	"ENSG00000269858"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807808	40808432
255	"ENSG00000077312"	"SNRPA"	chr19	+	40757331	40757504	40757331	40757441	40759430	40759610
256	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742514	40742770	40740855	40741439
257	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742576	40742770	40740855	40741439
258	"ENSG00000188493"	"C19orf54"	chr19	-	40742514	40742770	40742576	40742770	40740855	40741439
259	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742514	40742770	40742072	40742189
260	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742576	40742770	40742072	40742189
261	"ENSG00000188493"	"C19orf54"	chr19	-	40742514	40742770	40742576	40742770	40742072	40742189
262	"ENSG00000090013"	"BLVRB"	chr19	-	40457498	40458244	40458154	40458244	40451363	40451492
263	"ENSG00000090013"	"BLVRB"	chr19	-	40457498	40458244	40458173	40458244	40451363	40451492
264	"ENSG00000090013"	"BLVRB"	chr19	-	40458154	40458244	40458173	40458244	40451363	40451492
265	"ENSG00000090013"	"BLVRB"	chr19	-	40458173	40458545	40458380	40458545	40451363	40451492
266	"ENSG00000160392"	"C19orf47"	chr19	-	40341785	40341890	40341838	40341890	40336319	40336407
267	"ENSG00000013275"	"PSMC4"	chr19	+	39980285	39980717	39980285	39980454	39981191	39981441
268	"ENSG00000105197"	"TIMM50"	chr19	+	39482884	39482963	39482884	39482916	39483134	39483156
269	"ENSG00000105197"	"TIMM50"	chr19	+	39482884	39482963	39482884	39482916	39485543	39485602
270	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433664	39433761	39433206	39433418
