ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
70	"ENSG00000248405"	"PRR5-ARHGAP8"	chr22	+	44859679	44859834	44859730	44859834	44848931	44849060
71	"ENSG00000100227"	"POLDIP3"	chr22	-	42595536	42595614	42595536	42595603	42596185	42596365
72	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160
73	"ENSG00000189306"	"RRP7A"	chr22	-	42516010	42516296	42516010	42516136	42518004	42518147
74	"ENSG00000189306"	"RRP7A"	chr22	-	42516010	42516296	42516010	42516136	42519713	42519796
75	"ENSG00000100207"	"TCF20"	chr22	-	42168608	42168736	42168608	42168703	42169846	42169896
76	"ENSG00000183066"	"WBP2NL"	chr22	+	42019661	42019803	42019755	42019803	42019310	42019419
77	"ENSG00000100162"	"CENPM"	chr22	-	41945224	41945389	41945224	41945304	41945912	41946005
78	"ENSG00000100417"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584526	41584603
79	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41284900	41285153
80	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285362	41285905
81	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285985	41286251
82	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933
83	"ENSG00000100335"	"MIEF1"	chr22	+	39509337	39509571	39509421	39509571	39504202	39504534
84	"ENSG00000100335"	"MIEF1"	chr22	+	39512231	39512494	39512317	39512494	39511848	39512026
85	"ENSG00000100307"	"CBX7"	chr22	-	39134400	39134752	39134400	39134473	39138635	39138702
86	"ENSG00000100307"	"CBX7"	chr22	-	39134400	39134752	39134400	39134473	39141370	39141436
87	"ENSG00000100242"	"SUN2"	chr22	-	38739341	38739426	38739341	38739423	38739721	38739943
88	"ENSG00000100242"	"SUN2"	chr22	-	38750224	38750383	38750224	38750320	38750897	38751035
89	"ENSG00000100242"	"SUN2"	chr22	-	38754641	38754706	38754641	38754690	38755762	38756000
90	"ENSG00000100221"	"JOSD1"	chr22	-	38699802	38700618	38699802	38700123	38700903	38700930
91	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38656955	38657143
92	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38668016	38668132
93	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37832957	37833109	37833683	37833755
94	"ENSG00000100124"	"ANKRD54"	chr22	-	37833683	37833755	37833683	37833750	37838499	37838593
95	"ENSG00000100124"	"ANKRD54"	chr22	-	37838499	37838598	37838499	37838593	37840186	37840234
96	"ENSG00000100097"	"LGALS1"	chr22	+	37676855	37677065	37676985	37677065	37676124	37676188
97	"ENSG00000100083"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37609065	37609356
98	"ENSG00000100083"	"GGA1"	chr22	+	37614189	37614274	37614193	37614274	37613023	37613191
99	"ENSG00000100368"	"CSF2RB"	chr22	+	36930654	36930830	36930672	36930830	36930374	36930510
100	"ENSG00000236052"	"LINC01643"	chr22	+	34188184	34188425	34188329	34188425	34174309	34174447
101	"ENSG00000100150"	"DEPDC5"	chr22	+	31758526	31758633	31758545	31758633	31754861	31754979
102	"ENSG00000100150"	"DEPDC5"	chr22	+	31766584	31766668	31766603	31766668	31764974	31765060
103	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31836998	31837155	31833914	31833980
104	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31837093	31837155	31833914	31833980
105	"ENSG00000100150"	"DEPDC5"	chr22	+	31836998	31837155	31837093	31837155	31833914	31833980
106	"ENSG00000100150"	"DEPDC5"	chr22	+	31873171	31873332	31873254	31873332	31870589	31870744
107	"ENSG00000100150"	"DEPDC5"	chr22	+	31874272	31874405	31874277	31874405	31873254	31873332
108	"ENSG00000100150"	"DEPDC5"	chr22	+	31876086	31876265	31876156	31876265	31874272	31874405
109	"ENSG00000198089"	"SFI1"	chr22	+	31604868	31606430	31606327	31606430	31589446	31589577
110	"ENSG00000198089"	"SFI1"	chr22	+	31604868	31606430	31606327	31606430	31604308	31604404
111	"ENSG00000100105"	"PATZ1"	chr22	-	31328786	31328924	31328786	31328859	31335691	31335863
112	"ENSG00000253352"	"TUG1"	chr22	+	30972854	30973601	30972923	30973601	30972047	30972172
113	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30613042	30612884	30613042	30610870	30611063
114	"ENSG00000187860"	"CCDC157"	chr22	+	30365943	30366248	30365989	30366248	30361960	30362114
115	"ENSG00000187860"	"CCDC157"	chr22	+	30375478	30375663	30375485	30375663	30373922	30374091
116	"ENSG00000099992"	"TBC1D10A"	chr22	-	30304530	30304651	30304530	30304630	30326672	30326901
117	"ENSG00000248751"	"AC004997.1"	chr22	-	30286015	30286142	30286015	30286098	30286824	30286948
118	"ENSG00000248751"	"AC004997.1"	chr22	-	30286824	30286951	30286824	30286948	30287154	30287287
119	"ENSG00000100330"	"MTMR3"	chr22	+	29978424	29978531	29978441	29978531	29970975	29971062
120	"ENSG00000100325"	"ASCC2"	chr22	-	29822334	29822464	29822334	29822395	29825086	29825257
121	"ENSG00000186575"	"NF2"	chr22	+	29671825	29671948	29671912	29671948	29668332	29668446
122	"ENSG00000182944"	"EWSR1"	chr22	+	29272379	29272431	29272385	29272431	29272215	29272252
123	"ENSG00000182944"	"EWSR1"	chr22	+	29273737	29273864	29273740	29273864	29272379	29272431
124	"ENSG00000182944"	"EWSR1"	chr22	+	29274264	29274282	29274267	29274282	29273737	29273864
125	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29291561	29291599	29286922	29287134
126	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29291564	29291599	29286922	29287134
127	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29286922	29287134
128	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288605	29288786
129	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288986	29289062
130	"ENSG00000182944"	"EWSR1"	chr22	+	29292487	29292606	29292499	29292606	29292158	29292169
131	"ENSG00000186998"	"EMID1"	chr22	+	29226421	29226551	29226489	29226551	29225132	29225216
132	"ENSG00000183765"	"CHEK2"	chr22	-	28695126	28695242	28695126	28695209	28695709	28695873
133	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997985	27998152	27998071	27998152	27997410	27997739
134	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997985	27998838	27998603	27998838	27997410	27997739
135	"ENSG00000100099"	"HPS4"	chr22	-	26451479	26453404	26451479	26451821	26457858	26457967
136	"ENSG00000100099"	"HPS4"	chr22	-	26465454	26466262	26465454	26465551	26468550	26468623
137	"ENSG00000100099"	"HPS4"	chr22	-	26466225	26468623	26466225	26466262	26470718	26470813
138	"ENSG00000100099"	"HPS4"	chr22	-	26470718	26470922	26470718	26470813	26471212	26471388
139	"ENSG00000100099"	"HPS4"	chr22	-	26470718	26470922	26470718	26470813	26472301	26472418
140	"ENSG00000100099"	"HPS4"	chr22	-	26471212	26471388	26471212	26471288	26472301	26472418
141	"ENSG00000100095"	"SEZ6L"	chr22	+	26375574	26375689	26375577	26375689	26351051	26351243
142	"ENSG00000100095"	"SEZ6L"	chr22	+	26375574	26375689	26375577	26375689	26365371	26365566
143	"ENSG00000100095"	"SEZ6L"	chr22	+	26375574	26375689	26375580	26375689	26365371	26365566
144	"ENSG00000100095"	"SEZ6L"	chr22	+	26375577	26375689	26375580	26375689	26365371	26365566
145	"ENSG00000100095"	"SEZ6L"	chr22	+	26375574	26375689	26375577	26375689	26373450	26373483
146	"ENSG00000229770"	"AL022337.1"	chr22	-	26162228	26162425	26162228	26162282	26163144	26163286
147	"ENSG00000231933"	"MYO18B-AS1"	chr22	-	25895110	25895370	25895110	25895268	25898383	25898441
148	"ENSG00000100031"	"GGT1"	chr22	+	24609961	24610033	24609964	24610033	24607953	24608023
149	"ENSG00000100031"	"GGT1"	chr22	+	24610249	24610531	24610357	24610531	24609961	24610033
150	"ENSG00000100031"	"GGT1"	chr22	+	24610413	24610531	24610454	24610531	24610249	24610336
151	"ENSG00000100031"	"GGT1"	chr22	+	24611074	24611245	24611077	24611245	24610249	24610531
152	"ENSG00000100031"	"GGT1"	chr22	+	24627409	24627619	24627431	24627619	24623779	24623916
153	"ENSG00000138867"	"GUCD1"	chr22	-	24540437	24543100	24540437	24543097	24543841	24544083
154	"ENSG00000133460"	"SLC2A11"	chr22	+	23875084	23875241	23875116	23875241	23868480	23868641
155	"ENSG00000133460"	"SLC2A11"	chr22	+	23875084	23875241	23875120	23875241	23868480	23868641
156	"ENSG00000133460"	"SLC2A11"	chr22	+	23875116	23875241	23875120	23875241	23868480	23868641
157	"ENSG00000133460"	"SLC2A11"	chr22	+	23877384	23877869	23877720	23877869	23877041	23877171
158	"ENSG00000133460"	"SLC2A11"	chr22	+	23882458	23882646	23882494	23882646	23877041	23877171
159	"ENSG00000133460"	"SLC2A11"	chr22	+	23882458	23882646	23882494	23882646	23877857	23877869
160	"ENSG00000133460"	"SLC2A11"	chr22	+	23883873	23884024	23883948	23884024	23882758	23882869
161	"ENSG00000099953"	"MMP11"	chr22	+	23781787	23782483	23782225	23782483	23781192	23781409
162	"ENSG00000099953"	"MMP11"	chr22	+	23781787	23782483	23782367	23782483	23781192	23781409
163	"ENSG00000099953"	"MMP11"	chr22	+	23782225	23782483	23782367	23782483	23781192	23781409
164	"ENSG00000250479"	"CHCHD10"	chr22	-	23766127	23766296	23766127	23766275	23767373	23767593
165	"ENSG00000228315"	"GUSBP11"	chr22	-	23714186	23714342	23714186	23714286	23715008	23715194
166	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556930	22556811	22556909	22557544	22557580
167	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556977	22556811	22556909	22557544	22557580
168	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556909	22557544	22557580
169	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556977	22556811	22556930	22557544	22557580
170	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556930	22557544	22557580
171	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556977	22557544	22557580
172	"ENSG00000183506"	"PI4KAP2"	chr22	-	21475210	21476764	21475210	21476741	21477789	21477915
173	"ENSG00000183506"	"PI4KAP2"	chr22	-	21476001	21476764	21476001	21476160	21477789	21477915
174	"ENSG00000183506"	"PI4KAP2"	chr22	-	21477996	21478161	21477996	21478101	21478584	21478694
175	"ENSG00000183506"	"PI4KAP2"	chr22	-	21486799	21486975	21486799	21486927	21487564	21487672
176	"ENSG00000206140"	"TMEM191C"	chr22	+	21468314	21468431	21468353	21468431	21468151	21468202
177	"ENSG00000206140"	"TMEM191C"	chr22	+	21468943	21469346	21469273	21469346	21468778	21468835
178	"ENSG00000206140"	"TMEM191C"	chr22	+	21469616	21469935	21469641	21469935	21469493	21469534
179	"ENSG00000133475"	"GGT2"	chr22	-	21208998	21209126	21208998	21209096	21209358	21209546
180	"ENSG00000169668"	"BCRP2"	chr22	+	21118040	21118309	21118203	21118309	21117123	21117258
181	"ENSG00000187905"	"LRRC74B"	chr22	+	21056935	21057200	21057104	21057200	21055097	21055176
182	"ENSG00000099957"	"P2RX6"	chr22	+	21017920	21018060	21017988	21018060	21015941	21016092
183	"ENSG00000226287"	"TMEM191A"	chr22	+	20703632	20704040	20703967	20704040	20703467	20703524
184	"ENSG00000215012"	"RTL10"	chr22	-	19846145	19852486	19846145	19847389	19854442	19854539
185	"ENSG00000184702"	"SEPTIN5"	chr22	+	19720548	19720666	19720641	19720666	19720319	19720454
186	"ENSG00000184702"	"SEPTIN5"	chr22	+	19721821	19721957	19721832	19721957	19721639	19721736
187	"ENSG00000093009"	"CDC45"	chr22	+	19494473	19494602	19494506	19494602	19494326	19494382
188	"ENSG00000093009"	"CDC45"	chr22	+	19516780	19516893	19516813	19516893	19516526	19516645
189	"ENSG00000093009"	"CDC45"	chr22	+	19516780	19516893	19516816	19516893	19516526	19516645
190	"ENSG00000093009"	"CDC45"	chr22	+	19516813	19516893	19516816	19516893	19516526	19516645
191	"ENSG00000100033"	"PRODH"	chr22	-	18919450	18919631	18919450	18919597	18919705	18919798
192	"ENSG00000100033"	"PRODH"	chr22	-	18922816	18923179	18922816	18922933	18925050	18925200
193	"ENSG00000100033"	"PRODH"	chr22	-	18930989	18931198	18930989	18931181	18936169	18936296
194	"ENSG00000183628"	"DGCR6"	chr22	+	18910171	18910272	18910178	18910272	18906564	18906725
195	"ENSG00000274602"	"PI4KAP1"	chr22	-	18536649	18537412	18536649	18536808	18538432	18538558
196	"ENSG00000274602"	"PI4KAP1"	chr22	-	18547245	18547421	18547245	18547373	18548010	18548118
197	"ENSG00000015475"	"BID"	chr22	-	17739348	17740176	17739348	17739488	17743802	17744013
198	"ENSG00000099954"	"CECR2"	chr22	+	17548147	17549564	17548150	17549564	17542156	17543003
199	"ENSG00000093072"	"ADA2"	chr22	-	17209355	17209723	17209355	17209690	17219355	17219435
200	"ENSG00000235478"	"LINC01664"	chr22	+	17131614	17132102	17131862	17132102	17130361	17130484
201	"ENSG00000100359"	"SGSM3"	chr22	+	40407200	40407568	40407412	40407568	40407016	40407071
202	"ENSG00000100359"	"SGSM3"	chr22	+	40409249	40409372	40409339	40409372	40408932	40409018
203	"ENSG00000233215"	"LINC01687"	chr21	-	22042944	22043108	22042944	22043087	22096528	22096586
204	"ENSG00000012817"	"KDM5D"	chrY	-	19709450	19710260	19709450	19709809	19710375	19710472
205	"ENSG00000012817"	"KDM5D"	chrY	-	19715822	19716111	19715822	19716004	19716278	19716473
206	"ENSG00000131002"	"TXLNGY"	chrY	+	19588369	19589612	19589520	19589612	19587209	19587507
207	"ENSG00000131002"	"TXLNGY"	chrY	+	19591779	19591959	19591919	19591959	19589520	19589612
208	"ENSG00000183878"	"UTY"	chrY	-	13358463	13358619	13358463	13358553	13359087	13359222
209	"ENSG00000114374"	"USP9Y"	chrY	+	12842224	12842465	12842239	12842465	12841009	12841133
210	"ENSG00000236424"	"TSPY10"	chrY	+	9529678	9529771	9529689	9529771	9529437	9529583
211	"ENSG00000228927"	"TSPY3"	chrY	+	9400219	9400312	9400230	9400312	9399978	9400124
212	"ENSG00000229549"	"TSPY8"	chrY	+	9359595	9359688	9359606	9359688	9359354	9359500
213	"ENSG00000237048"	"TTTY12"	chrY	+	7809860	7810683	7810531	7810683	7805543	7805625
214	"ENSG00000099326"	"MZF1"	chr19	-	58561931	58563504	58561931	58563260	58569276	58569397
215	"ENSG00000198131"	"ZNF544"	chr19	+	58246710	58246794	58246745	58246794	58246300	58246427
216	"ENSG00000196724"	"ZNF418"	chr19	-	57930427	57930557	57930427	57930512	57932429	57932646
217	"ENSG00000196724"	"ZNF418"	chr19	-	57930427	57930554	57930427	57930512	57933816	57933902
218	"ENSG00000196724"	"ZNF418"	chr19	-	57930427	57930557	57930427	57930512	57933816	57933902
219	"ENSG00000196724"	"ZNF418"	chr19	-	57930427	57930557	57930427	57930554	57933816	57933902
220	"ENSG00000173480"	"ZNF417"	chr19	-	57912059	57912189	57912059	57912186	57915337	57915531
221	"ENSG00000173480"	"ZNF417"	chr19	-	57912059	57912189	57912059	57912186	57915564	57915665
222	"ENSG00000268107"	"AC003005.1"	chr19	+	57504656	57504786	57504659	57504786	57491470	57491597
223	"ENSG00000197128"	"ZNF772"	chr19	-	57473273	57474198	57473273	57474192	57474360	57474421
224	"ENSG00000269699"	"ZIM2"	chr19	-	56824261	56824514	56824261	56824427	56826387	56826463
225	"ENSG00000269699"	"ZIM2"	chr19	-	56824261	56824741	56824261	56824427	56826387	56826463
226	"ENSG00000269699"	"ZIM2"	chr19	-	56824261	56824741	56824261	56824514	56826387	56826463
227	"ENSG00000131848"	"ZSCAN5A"	chr19	-	56221311	56222326	56221311	56222323	56222590	56222741
228	"ENSG00000131848"	"ZSCAN5A"	chr19	-	56223630	56223834	56223630	56223795	56313282	56313384
229	"ENSG00000167685"	"ZNF444"	chr19	+	56159623	56160893	56159626	56160893	56158493	56158602
230	"ENSG00000179709"	"NLRP8"	chr19	+	55973651	55973822	55973708	55973822	55970543	55970696
231	"ENSG00000063245"	"EPN1"	chr19	+	55692950	55693037	55692953	55693037	55692685	55692796
232	"ENSG00000063241"	"ISOC2"	chr19	-	55455259	55455378	55455259	55455330	55455635	55455845
233	"ENSG00000063241"	"ISOC2"	chr19	-	55455259	55455378	55455259	55455330	55456348	55456489
234	"ENSG00000108106"	"UBE2S"	chr19	-	55404287	55404478	55404287	55404401	55406814	55406962
235	"ENSG00000180061"	"TMEM150B"	chr19	-	55320968	55321093	55320968	55321044	55322647	55322743
236	"ENSG00000105048"	"TNNT1"	chr19	-	55134065	55134204	55134065	55134156	55137102	55137212
237	"ENSG00000105048"	"TNNT1"	chr19	-	55141856	55142057	55141856	55141920	55145543	55145565
238	"ENSG00000105048"	"TNNT1"	chr19	-	55146680	55146707	55146680	55146705	55147007	55147021
239	"ENSG00000022556"	"NLRP2"	chr19	+	54981616	54981682	54981625	54981682	54977751	54977823
240	"ENSG00000167634"	"NLRP7"	chr19	-	54927604	54927775	54927604	54927738	54930498	54930666
241	"ENSG00000167634"	"NLRP7"	chr19	-	54938043	54938241	54938043	54938157	54938887	54940466
242	"ENSG00000189430"	"NCR1"	chr19	+	54912167	54912218	54912170	54912218	54910017	54910065
243	"ENSG00000189013"	"KIR2DL4"	chr19	+	54813688	54813742	54813689	54813742	54813124	54813228
244	"ENSG00000186818"	"LILRB4"	chr19	+	54665129	54665180	54665132	54665180	54664798	54664849
245	"ENSG00000186818"	"LILRB4"	chr19	+	54666693	54666749	54666696	54666749	54666398	54666436
246	"ENSG00000186818"	"LILRB4"	chr19	+	54667634	54667793	54667637	54667793	54666696	54666749
247	"ENSG00000104974"	"LILRA1"	chr19	+	54595638	54595935	54595754	54595935	54595099	54595402
248	"ENSG00000167614"	"TTYH1"	chr19	+	54422189	54422410	54422198	54422410	54421276	54421388
249	"ENSG00000167614"	"TTYH1"	chr19	+	54436087	54436171	54436090	54436171	54435827	54435873
250	"ENSG00000167613"	"LAIR1"	chr19	-	54360915	54361209	54360915	54361206	54364294	54364330
251	"ENSG00000167613"	"LAIR1"	chr19	-	54360915	54361243	54360915	54361206	54364294	54364330
252	"ENSG00000167613"	"LAIR1"	chr19	-	54360915	54361243	54360915	54361209	54364294	54364330
253	"ENSG00000167613"	"LAIR1"	chr19	-	54364294	54364486	54364294	54364330	54364770	54364931
254	"ENSG00000170889"	"RPS9"	chr19	+	54206275	54206724	54206552	54206724	54201486	54201609
255	"ENSG00000170889"	"RPS9"	chr19	+	54206552	54207647	54207397	54207647	54201486	54201609
256	"ENSG00000170889"	"RPS9"	chr19	+	54206552	54207647	54207397	54207647	54206275	54206462
257	"ENSG00000170892"	"TSEN34"	chr19	+	54192115	54192373	54192136	54192373	54191720	54191964
258	"ENSG00000105618"	"PRPF31"	chr19	+	54118247	54118455	54118270	54118455	54115753	54115797
259	"ENSG00000105618"	"PRPF31"	chr19	+	54126499	54126617	54126527	54126617	54124498	54124656
260	"ENSG00000105618"	"PRPF31"	chr19	+	54128072	54128200	54128090	54128200	54126527	54126617
261	"ENSG00000105618"	"PRPF31"	chr19	+	54129056	54129370	54129271	54129370	54128072	54128200
262	"ENSG00000105619"	"TFPT"	chr19	-	54108025	54108244	54108025	54108207	54108325	54108395
263	"ENSG00000197937"	"ZNF347"	chr19	-	53148680	53148812	53148680	53148809	53149240	53149367
264	"ENSG00000170949"	"ZNF160"	chr19	-	53091412	53091529	53091412	53091497	53091636	53091720
265	"ENSG00000170949"	"ZNF160"	chr19	-	53091412	53091553	53091412	53091497	53091636	53091720
266	"ENSG00000170949"	"ZNF160"	chr19	-	53091412	53091553	53091412	53091529	53091636	53091720
267	"ENSG00000180257"	"ZNF816"	chr19	-	52952750	52952877	52952750	52952860	52956026	52956104
268	"ENSG00000213793"	"ZNF888"	chr19	-	52917858	52917997	52917858	52917931	52918818	52918937
269	"ENSG00000204604"	"ZNF468"	chr19	-	52853871	52854126	52853871	52854107	52854257	52854345
270	"ENSG00000167562"	"ZNF701"	chr19	+	52572236	52572368	52572239	52572368	52570663	52570886
