ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
140	"ENSG00000100359"	"SGSM3"	chr22	+	40407016	40407568	40407016	40407071	40408626	40408697
143	"ENSG00000099326"	"MZF1"	chr19	-	58570343	58571429	58570993	58571429	58569515	58569586
145	"ENSG00000198131"	"ZNF544"	chr19	+	58230393	58230497	58230393	58230462	58237248	58237334
156	"ENSG00000160469"	"BRSK1"	chr19	+	55287213	55287303	55287213	55287299	55287991	55288053
157	"ENSG00000160469"	"BRSK1"	chr19	+	55287213	55287303	55287213	55287299	55289479	55289620
172	"ENSG00000105618"	"PRPF31"	chr19	+	54128072	54128377	54128072	54128200	54129056	54129370
174	"ENSG00000286261"	"AC022137.3"	chr19	+	53445000	53445219	53445000	53445123	53447195	53447283
177	"ENSG00000160193"	"WDR4"	chr21	-	42873550	42873691	42873602	42873691	42859661	42859722
180	"ENSG00000161551"	"ZNF577"	chr19	-	51887843	51887942	51887895	51887942	51880678	51880877
191	"ENSG00000126453"	"BCL2L12"	chr19	+	49669023	49669164	49669023	49669115	49670215	49670488
197	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49490474	49490576
199	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49490297	49489849	49489922	49490474	49490576
200	"ENSG00000142541"	"RPL13A"	chr19	+	49490231	49490576	49490231	49490297	49490778	49490864
202	"ENSG00000142541"	"RPL13A"	chr19	+	49489849	49489922	49489849	49489912	49491039	49491099
203	"ENSG00000142541"	"RPL13A"	chr19	+	49490231	49490576	49490231	49490297	49491039	49491099
204	"ENSG00000142541"	"RPL13A"	chr19	+	49490778	49491099	49490778	49490864	49491424	49491547
206	"ENSG00000104872"	"PIH1D1"	chr19	-	49451367	49451578	49451484	49451578	49449474	49449654
216	"ENSG00000063177"	"RPL18"	chr19	-	48616078	48617423	48617315	48617423	48615876	48615946
222	"ENSG00000178980"	"SELENOW"	chr19	+	47780863	47780917	47780863	47780895	47781107	47781182
223	"ENSG00000178980"	"SELENOW"	chr19	+	47780863	47781000	47780863	47780895	47781107	47781182
229	"ENSG00000090372"	"STRN4"	chr19	-	46721985	46722340	46722241	46722340	46720535	46720771
238	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44234754	44234869
239	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44236109	44236729
240	"ENSG00000159917"	"ZNF235"	chr19	-	44298807	44298903	44298819	44298903	44274751	44274921
243	"ENSG00000167637"	"ZNF283"	chr19	+	43837052	43837179	43837052	43837132	43840885	43841018
244	"ENSG00000167637"	"ZNF283"	chr19	+	43837052	43837179	43837052	43837132	43846938	43852017
254	"ENSG00000269858"	"EGLN2"	chr19	+	40807137	40807551	40807137	40807274	40807808	40808432
256	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742514	40742770	40740855	40741439
257	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742576	40742770	40740855	40741439
258	"ENSG00000188493"	"C19orf54"	chr19	-	40742514	40742770	40742576	40742770	40740855	40741439
259	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742514	40742770	40742072	40742189
260	"ENSG00000188493"	"C19orf54"	chr19	-	40742398	40742770	40742576	40742770	40742072	40742189
261	"ENSG00000188493"	"C19orf54"	chr19	-	40742514	40742770	40742576	40742770	40742072	40742189
265	"ENSG00000090013"	"BLVRB"	chr19	-	40458173	40458545	40458380	40458545	40451363	40451492
267	"ENSG00000013275"	"PSMC4"	chr19	+	39980285	39980717	39980285	39980454	39981191	39981441
269	"ENSG00000105197"	"TIMM50"	chr19	+	39482884	39482963	39482884	39482916	39485543	39485602
270	"ENSG00000105193"	"RPS16"	chr19	-	39433521	39433761	39433664	39433761	39433206	39433418
271	"ENSG00000105193"	"RPS16"	chr19	-	39433664	39435708	39435606	39435708	39433521	39433569
274	"ENSG00000130669"	"PAK4"	chr19	+	39168229	39168312	39168229	39168302	39168624	39168840
277	"ENSG00000104824"	"HNRNPL"	chr19	-	38840095	38840559	38840487	38840559	38838893	38839015
285	"ENSG00000232677"	"LINC00665"	chr19	-	36326052	36327225	36326996	36327225	36324925	36325764
286	"ENSG00000232677"	"LINC00665"	chr19	-	36326481	36327225	36326996	36327225	36324925	36325764
289	"ENSG00000239382"	"ALKBH6"	chr19	-	36013000	36013089	36013020	36013089	36010566	36010645
290	"ENSG00000239382"	"ALKBH6"	chr19	-	36013000	36013089	36013020	36013089	36010893	36011045
291	"ENSG00000239382"	"ALKBH6"	chr19	-	36013000	36013089	36013020	36013089	36011403	36011464
298	"ENSG00000161265"	"U2AF1L4"	chr19	-	35744069	35744421	35744322	35744421	35743808	35743904
299	"ENSG00000249115"	"HAUS5"	chr19	+	35613867	35614059	35613867	35613900	35615041	35615147
301	"ENSG00000249115"	"HAUS5"	chr19	+	35619612	35620123	35619612	35619758	35620194	35620327
302	"ENSG00000105677"	"TMEM147"	chr19	+	35546671	35547029	35546671	35546808	35547118	35547240
304	"ENSG00000161249"	"DMKN"	chr19	-	35498715	35499282	35498873	35499282	35497337	35497538
309	"ENSG00000089356"	"FXYD3"	chr19	+	35122764	35122954	35122764	35122839	35123270	35123308
313	"ENSG00000126249"	"PDCD2L"	chr19	+	34404648	34404990	34404648	34404815	34409160	34409510
314	"ENSG00000104859"	"CLASRP"	chr19	+	45052070	45052168	45052070	45052097	45052790	45053087
317	"ENSG00000104859"	"CLASRP"	chr19	+	45068014	45068058	45068014	45068054	45069065	45069124
336	"ENSG00000105726"	"ATP13A1"	chr19	-	19649740	19651797	19651688	19651797	19649566	19649663
343	"ENSG00000064607"	"SUGP2"	chr19	-	18993637	18993740	18993647	18993740	18991339	18991553
350	"ENSG00000105640"	"RPL18A"	chr19	+	17861292	17861472	17861292	17861307	17862093	17862223
353	"ENSG00000130299"	"GTPBP3"	chr19	+	17334999	17335122	17334999	17335111	17337898	17338433
356	"ENSG00000053501"	"USE1"	chr19	+	17216168	17216322	17216168	17216321	17218363	17218391
357	"ENSG00000099331"	"MYO9B"	chr19	+	17210714	17210852	17210714	17210848	17211646	17211786
359	"ENSG00000214046"	"SMIM7"	chr19	-	16647095	16647261	16647119	16647261	16631376	16631664
361	"ENSG00000268790"	"AC008764.4"	chr19	-	16647095	16647261	16647119	16647261	16630467	16630559
363	"ENSG00000127527"	"EPS15L1"	chr19	-	16402314	16402485	16402320	16402485	16393950	16394001
365	"ENSG00000127527"	"EPS15L1"	chr19	-	16440861	16440909	16440884	16440909	16434364	16434490
368	"ENSG00000130511"	"SSBP4"	chr19	+	18432558	18432735	18432558	18432604	18432828	18432883
372	"ENSG00000105135"	"ILVBL"	chr19	-	15116000	15116321	15116151	15116321	15115849	15115921
373	"ENSG00000105135"	"ILVBL"	chr19	-	15116407	15118015	15117880	15118015	15116151	15116321
375	"ENSG00000104957"	"CCDC130"	chr19	+	13758867	13759272	13758867	13759010	13762298	13762437
386	"ENSG00000161888"	"SPC24"	chr19	-	11147817	11147894	11147869	11147894	11146021	11146430
392	"ENSG00000129353"	"SLC44A2"	chr19	+	10634755	10635073	10634755	10634887	10636322	10636585
393	"ENSG00000129347"	"KRI1"	chr19	-	10561666	10561845	10561790	10561845	10561168	10561265
395	"ENSG00000105401"	"CDC37"	chr19	-	10395227	10395543	10395434	10395543	10395020	10395143
411	"ENSG00000076944"	"STXBP2"	chr19	+	7642428	7642823	7642428	7642536	7642982	7643048
413	"ENSG00000090674"	"MCOLN1"	chr19	+	7527519	7527960	7527519	7527628	7528157	7528257
417	"ENSG00000031823"	"RANBP3"	chr19	-	5931403	5931531	5931418	5931531	5925633	5925737
422	"ENSG00000196365"	"LONP1"	chr19	-	5696248	5696757	5696669	5696757	5696053	5696170
423	"ENSG00000196365"	"LONP1"	chr19	-	5711770	5712002	5711818	5712002	5707059	5707143
424	"ENSG00000196365"	"LONP1"	chr19	-	5711770	5712002	5711818	5712002	5707696	5707826
428	"ENSG00000167733"	"HSD11B1L"	chr19	+	5684818	5685119	5684818	5684905	5687502	5687668
433	"ENSG00000172009"	"THOP1"	chr19	+	2807441	2808444	2807441	2807808	2810303	2810490
434	"ENSG00000172009"	"THOP1"	chr19	+	2807441	2808444	2807441	2807808	2810639	2810768
437	"ENSG00000119559"	"C19orf25"	chr19	-	1478653	1478905	1478773	1478905	1461142	1461824
439	"ENSG00000115286"	"NDUFS7"	chr19	+	1388832	1391050	1388832	1388938	1391118	1391165
440	"ENSG00000115286"	"NDUFS7"	chr19	+	1390870	1391165	1390870	1391050	1393241	1393330
441	"ENSG00000160953"	"PWWP3A"	chr19	+	1357008	1358464	1357008	1357094	1358587	1358700
442	"ENSG00000064932"	"SBNO2"	chr19	-	1109134	1109598	1109505	1109598	1108778	1108969
443	"ENSG00000099817"	"POLR2E"	chr19	-	1093903	1095375	1095258	1095375	1090086	1090145
445	"ENSG00000180448"	"AC004151.1"	chr19	+	1080254	1080547	1080254	1080379	1080681	1080786
451	"ENSG00000011304"	"PTBP1"	chr19	+	804291	804702	804291	804438	804828	804939
452	"ENSG00000011304"	"PTBP1"	chr19	+	805012	807902	805012	805187	808359	808452
454	"ENSG00000198276"	"UCKL1"	chr20	-	63940949	63941208	63941109	63941208	63940793	63940856
455	"ENSG00000203896"	"LIME1"	chr20	+	63737820	63738060	63737820	63737902	63738182	63738499
456	"ENSG00000273154"	"AL121845.3"	chr20	+	63733586	63733775	63733586	63733739	63734704	63734824
458	"ENSG00000026036"	"RTEL1-TNFRSF6B"	chr20	+	63691741	63693003	63691741	63691837	63693142	63693283
465	"ENSG00000101181"	"MTG2"	chr20	+	62199118	62199283	62199118	62199257	62200682	62202767
466	"ENSG00000101181"	"MTG2"	chr20	+	62199118	62199283	62199118	62199257	62203083	62203568
473	"ENSG00000215440"	"NPEPL1"	chr20	+	58713419	58714093	58713419	58713543	58714559	58714670
485	"ENSG00000000419"	"DPM1"	chr20	-	50941104	50941209	50941128	50941209	50940864	50940955
488	"ENSG00000244687"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50084128	50084254
489	"ENSG00000244687"	"UBE2V1"	chr20	-	50096482	50096820	50096671	50096820	50096058	50096270
490	"ENSG00000244687"	"UBE2V1"	chr20	-	50115484	50115954	50115698	50115954	50096671	50096820
491	"ENSG00000244687"	"UBE2V1"	chr20	-	50115484	50115954	50115829	50115954	50096671	50096820
492	"ENSG00000244687"	"UBE2V1"	chr20	-	50115698	50115954	50115829	50115954	50096671	50096820
496	"ENSG00000080189"	"SLC35C2"	chr20	-	46358386	46358763	46358690	46358763	46357622	46357773
498	"ENSG00000124104"	"SNX21"	chr20	+	45834958	45835116	45834958	45835109	45838267	45838360
499	"ENSG00000124104"	"SNX21"	chr20	+	45834958	45835116	45834958	45835109	45840447	45840458
503	"ENSG00000160410"	"SHKBP1"	chr19	+	40577556	40577709	40577556	40577630	40578461	40578542
504	"ENSG00000101052"	"IFT52"	chr20	+	43605001	43605216	43605001	43605073	43613849	43613976
505	"ENSG00000101052"	"IFT52"	chr20	+	43605001	43605216	43605001	43605073	43618939	43619026
507	"ENSG00000185513"	"L3MBTL1"	chr20	+	43528656	43529368	43528656	43528745	43533341	43533418
510	"ENSG00000174306"	"ZHX3"	chr20	-	41268978	41269083	41268989	41269083	41238726	41238796
521	"ENSG00000174365"	"SNHG11"	chr20	+	38447465	38448730	38447465	38447623	38450335	38450447
527	"ENSG00000196756"	"SNHG17"	chr20	-	38425934	38426503	38426418	38426503	38422290	38422368
530	"ENSG00000132792"	"CTNNBL1"	chr20	+	37746467	37746609	37746467	37746607	37757560	37757656
533	"ENSG00000149636"	"DSN1"	chr20	-	36770872	36771473	36771424	36771473	36766768	36766841
547	"ENSG00000101294"	"HM13"	chr20	+	31538178	31538554	31538178	31538261	31549028	31549114
561	"ENSG00000124228"	"DDX27"	chr20	+	49233567	49236231	49233567	49233709	49236332	49236510
566	"ENSG00000101310"	"SEC23B"	chr20	+	18507939	18507990	18507939	18507972	18508090	18508297
567	"ENSG00000101310"	"SEC23B"	chr20	+	18507939	18507990	18507939	18507972	18509615	18509943
589	"ENSG00000089063"	"TMEM230"	chr20	-	5112729	5113042	5112742	5113042	5106187	5106310
590	"ENSG00000089063"	"TMEM230"	chr20	-	5112729	5113042	5112742	5113042	5111499	5111605
595	"ENSG00000101365"	"IDH3B"	chr20	-	2659698	2660176	2660029	2660176	2659524	2659585
596	"ENSG00000101365"	"IDH3B"	chr20	-	2659698	2660176	2660067	2660176	2659524	2659585
597	"ENSG00000101365"	"IDH3B"	chr20	-	2660029	2660176	2660067	2660176	2659524	2659585
599	"ENSG00000101365"	"IDH3B"	chr20	-	2660456	2660829	2660696	2660829	2660262	2660365
601	"ENSG00000125826"	"RBCK1"	chr20	+	428490	429094	428490	428589	430349	430966
608	"ENSG00000166347"	"CYB5A"	chr18	-	74255740	74260944	74260914	74260944	74253296	74253665
609	"ENSG00000166401"	"SERPINB8"	chr18	+	63970028	63970187	63970028	63970170	63979800	63979938
626	"ENSG00000141644"	"MBD1"	chr18	-	50276661	50276998	50276831	50276998	50276377	50276418
627	"ENSG00000141644"	"MBD1"	chr18	-	50279875	50280017	50279882	50280017	50277089	50277196
641	"ENSG00000100983"	"GSS"	chr20	-	34942487	34943006	34942930	34943006	34936942	34937023
647	"ENSG00000101019"	"UQCC1"	chr20	-	35381917	35382025	35381983	35382025	35374183	35374256
649	"ENSG00000141447"	"OSBPL1A"	chr18	-	24368286	24368372	24368366	24368372	24334244	24334330
650	"ENSG00000141447"	"OSBPL1A"	chr18	-	24368286	24368372	24368366	24368372	24341546	24341658
651	"ENSG00000141447"	"OSBPL1A"	chr18	-	24368286	24368372	24368366	24368372	24357124	24358511
678	"ENSG00000154889"	"MPPE1"	chr18	-	11885675	11887025	11886916	11887025	11884878	11885043
679	"ENSG00000154889"	"MPPE1"	chr18	-	11886498	11886778	11886712	11886778	11885675	11885816
680	"ENSG00000154889"	"MPPE1"	chr18	-	11905737	11905953	11905911	11905953	11897525	11897620
681	"ENSG00000154889"	"MPPE1"	chr18	-	11905737	11905953	11905911	11905953	11902266	11902358
686	"ENSG00000178127"	"NDUFV2"	chr18	+	9124873	9124996	9124873	9124983	9134185	9134341
688	"ENSG00000115257"	"PCSK4"	chr19	-	1486852	1487313	1487140	1487313	1483837	1483941
699	"ENSG00000263753"	"LINC00667"	chr18	+	5238080	5239196	5238080	5239049	5243593	5246494
700	"ENSG00000263753"	"LINC00667"	chr18	+	5238080	5241889	5238080	5239049	5243593	5246494
702	"ENSG00000266835"	"GAPLINC"	chr18	+	3467126	3467296	3467126	3467270	3472842	3473203
708	"ENSG00000169718"	"DUS1L"	chr17	-	82060860	82060961	82060864	82060961	82060700	82060783
710	"ENSG00000169733"	"RFNG"	chr17	-	82049676	82050006	82049917	82050006	82049030	82049116
713	"ENSG00000169738"	"DCXR"	chr17	-	82036543	82036763	82036720	82036763	82036190	82036308
714	"ENSG00000169738"	"DCXR"	chr17	-	82036543	82036763	82036720	82036763	82036383	82036448
715	"ENSG00000169738"	"DCXR"	chr17	-	82036858	82037547	82037449	82037547	82036720	82036763
717	"ENSG00000185624"	"P4HB"	chr17	-	81859178	81859387	81859180	81859387	81855541	81855586
718	"ENSG00000185359"	"HGS"	chr17	+	81694814	81695067	81694814	81694853	81695163	81695223
719	"ENSG00000185359"	"HGS"	chr17	+	81701044	81701131	81701044	81701127	81701507	81702121
720	"ENSG00000214087"	"ARL16"	chr17	-	81682033	81683594	81683535	81683594	81681186	81681879
725	"ENSG00000141527"	"CARD14"	chr17	+	80204226	80204351	80204226	80204341	80205017	80205205
739	"ENSG00000176170"	"SPHK1"	chr17	+	76385450	76386137	76385450	76385654	76386220	76386315
761	"ENSG00000256525"	"POLG2"	chr17	-	64483963	64485868	64485727	64485868	64482918	64482974
762	"ENSG00000256525"	"POLG2"	chr17	-	64483963	64485868	64485727	64485868	64482918	64482999
776	"ENSG00000108423"	"TUBD1"	chr17	-	59866595	59866749	59866608	59866749	59863782	59863847
779	"ENSG00000132475"	"H3-3B"	chr17	-	75779656	75779778	75779661	75779778	75779046	75779184
784	"ENSG00000182087"	"TMEM259"	chr19	-	1011366	1011612	1011579	1011612	1011095	1011195
785	"ENSG00000182087"	"TMEM259"	chr19	-	1012065	1012573	1012462	1012573	1011891	1011992
795	"ENSG00000006282"	"SPATA20"	chr17	+	50550997	50552180	50550997	50551190	50554250	50554450
806	"ENSG00000185813"	"PCYT2"	chr17	-	81905669	81906177	81906099	81906177	81905381	81905447
809	"ENSG00000082641"	"NFE2L1"	chr17	+	48050606	48051628	48050606	48050781	48056385	48056598
815	"ENSG00000178852"	"EFCAB13"	chr17	+	47324024	47324099	47324024	47324074	47326225	47326387
842	"ENSG00000188825"	"LINC00910"	chr17	-	43388288	43388339	43388290	43388339	43387935	43388057
845	"ENSG00000126581"	"BECN1"	chr17	-	42818543	42819609	42818786	42819609	42818220	42818415
847	"ENSG00000126581"	"BECN1"	chr17	-	42818786	42819609	42819547	42819609	42818220	42818415
848	"ENSG00000126581"	"BECN1"	chr17	-	42818786	42819609	42819547	42819609	42818543	42818680
851	"ENSG00000159210"	"SNF8"	chr17	-	48936130	48936242	48936169	48936242	48931642	48931717
853	"ENSG00000159210"	"SNF8"	chr17	-	48936130	48936242	48936169	48936242	48934478	48934576
854	"ENSG00000131475"	"VPS25"	chr17	+	42773732	42773976	42773732	42773878	42774645	42774699
863	"ENSG00000108788"	"MLX"	chr17	+	42567071	42567328	42567071	42567166	42568836	42568943
864	"ENSG00000033627"	"ATP6V0A1"	chr17	+	42460847	42461011	42460847	42460864	42466428	42466507
870	"ENSG00000100038"	"TOP3B"	chr22	-	21962127	21962602	21962428	21962602	21960320	21960449
874	"ENSG00000283103"	"AC010642.2"	chr19	-	58314670	58315036	58314805	58315036	58313099	58313181
876	"ENSG00000171475"	"WIPF2"	chr17	+	40260534	40260667	40260534	40260627	40264489	40265146
877	"ENSG00000188895"	"MSL1"	chr17	+	40133041	40133658	40133041	40133109	40133826	40133899
888	"ENSG00000278053"	"DDX52"	chr17	-	37620872	37621520	37621397	37621520	37619767	37619839
899	"ENSG00000270647"	"TAF15"	chr17	+	35820023	35820437	35820023	35820075	35822639	35822833
900	"ENSG00000170921"	"TANC2"	chr17	+	63099174	63099357	63099174	63099246	63151269	63151380
904	"ENSG00000006042"	"TMEM98"	chr17	+	32931326	32931659	32931326	32931402	32933173	32933305
905	"ENSG00000006042"	"TMEM98"	chr17	+	32931326	32931659	32931326	32931402	32934290	32934324
911	"ENSG00000108587"	"GOSR1"	chr17	+	30477422	30477486	30477422	30477464	30484213	30484301
917	"ENSG00000196535"	"MYO18A"	chr17	-	29096760	29097350	29097222	29097350	29094935	29095059
918	"ENSG00000196535"	"MYO18A"	chr17	-	29118030	29118189	29118044	29118189	29115663	29115840
924	"ENSG00000007202"	"KIAA0100"	chr17	-	28617227	28617318	28617231	28617318	28616888	28616995
925	"ENSG00000007202"	"KIAA0100"	chr17	-	28643163	28643659	28643609	28643659	28642868	28642987
926	"ENSG00000167524"	"RSKR"	chr17	-	28611543	28611656	28611566	28611656	28604949	28605215
927	"ENSG00000167524"	"RSKR"	chr17	-	28611392	28611656	28611543	28611656	28610419	28610699
928	"ENSG00000167524"	"RSKR"	chr17	-	28611392	28611656	28611543	28611656	28611142	28611253
929	"ENSG00000167524"	"RSKR"	chr17	-	28611392	28611656	28611566	28611656	28611142	28611253
930	"ENSG00000167524"	"RSKR"	chr17	-	28611543	28611656	28611566	28611656	28611142	28611253
932	"ENSG00000076382"	"SPAG5"	chr17	-	28579140	28579485	28579364	28579485	28578671	28578752
933	"ENSG00000076382"	"SPAG5"	chr17	-	28579750	28580120	28580008	28580120	28579364	28579485
934	"ENSG00000244045"	"TMEM199"	chr17	+	28357646	28357905	28357646	28357881	28359314	28359404
937	"ENSG00000125970"	"RALY"	chr20	+	34072065	34072330	34072065	34072205	34073818	34073866
939	"ENSG00000072134"	"EPN2"	chr17	+	19281954	19283714	19281954	19282077	19309884	19309997
945	"ENSG00000101407"	"TTI1"	chr20	-	38011514	38013857	38013699	38013857	38006196	38006397
948	"ENSG00000177302"	"TOP3A"	chr17	-	18308312	18308424	18308412	18308424	18306890	18306966
949	"ENSG00000177302"	"TOP3A"	chr17	-	18308350	18308424	18308412	18308424	18306890	18306966
950	"ENSG00000177302"	"TOP3A"	chr17	-	18308312	18308424	18308350	18308424	18306933	18306962
953	"ENSG00000131899"	"LLGL1"	chr17	+	18236834	18237773	18236834	18236939	18238066	18238214
954	"ENSG00000091536"	"MYO15A"	chr17	+	18155109	18155432	18155109	18155225	18156194	18156336
960	"ENSG00000141030"	"COPS3"	chr17	-	17270757	17271008	17270895	17271008	17267884	17268045
967	"ENSG00000236088"	"COX10-AS1"	chr17	-	14033939	14034416	14034007	14034416	14033551	14033661
968	"ENSG00000161395"	"PGAP3"	chr17	-	39673513	39674054	39673992	39674054	39671122	39672866
975	"ENSG00000184381"	"PLA2G6"	chr22	-	38139981	38140169	38140133	38140169	38134987	38135084
976	"ENSG00000184381"	"PLA2G6"	chr22	-	38167900	38168077	38167942	38168077	38145437	38145653
977	"ENSG00000184381"	"PLA2G6"	chr22	-	38167900	38168077	38167942	38168077	38148492	38148623
978	"ENSG00000178971"	"CTC1"	chr17	-	8229301	8229446	8229334	8229446	8229141	8229206
979	"ENSG00000178971"	"CTC1"	chr17	-	8230293	8230468	8230446	8230468	8229890	8229968
981	"ENSG00000178971"	"CTC1"	chr17	-	8236057	8236342	8236082	8236342	8235052	8235285
982	"ENSG00000178971"	"CTC1"	chr17	-	8236057	8236342	8236082	8236342	8235830	8235959
983	"ENSG00000178999"	"AURKB"	chr17	-	8207175	8207367	8207317	8207367	8206490	8206639
984	"ENSG00000178999"	"AURKB"	chr17	-	8207175	8207367	8207317	8207367	8206749	8206888
988	"ENSG00000170037"	"CNTROB"	chr17	+	7948486	7948685	7948486	7948619	7949081	7949157
990	"ENSG00000170049"	"KCNAB3"	chr17	-	7924628	7925183	7925096	7925183	7924414	7924498
992	"ENSG00000170004"	"CHD3"	chr17	+	7909142	7909384	7909142	7909338	7910846	7910973
995	"ENSG00000213339"	"QTRT1"	chr19	+	10701949	10702254	10701949	10702018	10707301	10707380
996	"ENSG00000213339"	"QTRT1"	chr19	+	10712160	10712628	10712160	10712299	10712757	10712867
1001	"ENSG00000132522"	"GPS2"	chr17	-	7313567	7313988	7313905	7313988	7313211	7313291
1002	"ENSG00000132522"	"GPS2"	chr17	-	7313567	7313988	7313905	7313988	7313379	7313469
1009	"ENSG00000161939"	"RNASEK-C17orf49"	chr17	+	7014144	7015156	7014144	7014878	7016494	7016685
1026	"ENSG00000007168"	"PAFAH1B1"	chr17	+	2674059	2674288	2674059	2674096	2676504	2676606
1028	"ENSG00000167711"	"SERPINF2"	chr17	+	1745332	1745405	1745332	1745395	1745707	1745909
1032	"ENSG00000108953"	"YWHAE"	chr17	-	1361901	1362008	1361929	1362008	1361091	1361298
1040	"ENSG00000141002"	"TCF25"	chr16	+	89904117	89905096	89904117	89904205	89906193	89906284
1044	"ENSG00000185324"	"CDK10"	chr16	+	89693273	89693467	89693273	89693326	89694172	89694232
1046	"ENSG00000167526"	"RPL13"	chr16	+	89560939	89561368	89560939	89561063	89561577	89561751
1050	"ENSG00000197912"	"SPG7"	chr16	+	89540943	89541027	89540943	89540977	89541201	89542279
1065	"ENSG00000167508"	"MVD"	chr16	-	88655655	88655730	88655656	88655730	88655384	88655417
1073	"ENSG00000103248"	"MTHFSD"	chr16	-	86555168	86555235	86555172	86555235	86554644	86554751
1075	"ENSG00000135686"	"KLHL36"	chr16	+	84656870	84657944	84656870	84657913	84659759	84659917
1085	"ENSG00000176715"	"ACSF3"	chr16	+	89093851	89093996	89093851	89093992	89112091	89112246
1086	"ENSG00000176715"	"ACSF3"	chr16	+	89093851	89093996	89093851	89093992	89145266	89145401
1089	"ENSG00000183196"	"CHST6"	chr16	-	75478083	75479844	75478532	75479844	75473180	75473508
1093	"ENSG00000130304"	"SLC27A1"	chr19	+	17486562	17487335	17486562	17486957	17487459	17487529
1105	"ENSG00000157353"	"FCSK"	chr16	+	70466881	70467471	70466881	70466954	70467885	70467966
